Crash ID,File Class,Incident #,Crash Date,Crash Time,No. of Units,Crash Type,Light,Road Surface Condition,Total Lanes,Speed Limit,Road Type,Driver Licence State,Age,Sex,Race,Total Occupants,Hazardous Action,Restraint,Airbag Deployed,Hospital,Ambulance,Year,Make,Color,Vehicle Type,Vehicle Direction,Vehicle Use,Action Prior,Narrative
0344218,93001,12443522,06/24/2022,15:45,02,Rear End,Daylight,Dry,02,65,HWY,MI,36,M,W,04,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2013,CHRYSLER,RED,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,Unit 1 was stopped behind Unit 2 at the stop sign at the end of the entrance ramp from Barton Rd to M-14 E. Unit 2 moved forward to enable them to view the onoming traffic. Unit 1 observed Unit 2  move and followed. Unit 1 was unable to come to stop when Unit 2 was unable to enter the Roadway due to traffic. 
1282112,9300-1,220025145,07/02/2022,06:44,02,Sideswipe-Same,Daylight,Dry,02,20,RD,MI,25,F,B,01,Failed to Yield,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2016,HONDA,BLACK,"Passenger Car, SUV, Van",E,Private,Negotiating a Curve,"VEHICLE # 2 EXITED SB US 23 AT GEDDES RD AND ENTERED INTO THE ROUNDABOUT ATTEMPTING TO GO EAST. VEHICLE # 1 WAS TRAVELING EB GEDDES RD AND ENTERED THE ROUNDABOUT TO CONTINUE GOING EAST. VEHICLE # 2 ENTERED THE ROUNDABOUT FIRST, AND PROCEEDED TO DRIVE IN THE LEFT LANE. VEHICLE # 1 ENTERED INTO THE ROUNDABOUT DIRECTLY NEXT TO VEHICLE # 2 IN THE RIGHT LANE. AS BOTH DRIVERS WERE TRAVELING EAST VEHICLE # 1'S LEFT FRONT SIDE STRUCK VEHICLE # 2'S RIGHT PASSENGER SIDE. NO INJURIES REPORTED "
1281340,93001,220048139,06/21/2022,11:29,02,Rear End,Daylight,Dry,05,40,ROAD,MI,29,F,H,01,Failed to Yield,Shoulder and Lap Belt,Not Deployed,REFUSED,REFUSED,2020,CHEVY,BLACK,"Passenger Car, SUV, Van",E,Private,Starting Up on Roadway,VEHICLE #1 STATES THAT SHE TRAVELING EB ON GEDDES AT DIXBORO AND THOUGHT THE TRAFIC SLIGHT HAD TURNED GREEN AND ATTEMPTED TO PROCEED EB ON GEDDES BUT REAR ENDED VEHICLE#2. \N\NVEHICLE#2 WAS TRAVELING EB ON GEDDES AND WAS STOPPED FOR THE TRAFFIC LIGHT. VEHICLE#1 REAR ENDED VEHICLE#2 CAUSING THE ACCIDENT. \N\NVEHICLES WERE DRIVABLE AND NO REQUESTED MEDICAL AT THE SCENE. \N\NVEHICLE#1 IS FOUND AT FAULT IN THE ACCIDENT FOR FAILING TO YIELD REAR ENDING VEHICLE#2. 
0344426,93001,12465222,07/01/2022,17:35,02,Rear End,Daylight,Wet,02,70,Suffix,MI,54,F,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2018,FORD,BLK,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,VEH #2 WAS SLOWING/ STOPPING FOR A TRAFFIC BACK UP DUE TO REGULAR CONGESTION.  VEH #1 WAS UNABLE TO STOP IN TIME AND REAR ENDED VEH #2. 
1281560,93001,220050722,06/29/2022,21:30,01,Single Motor Vehicle,Dark-Unlighted,Dry,02,55,Suffix,MI,47,F,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2021,TOYOTA,GRAY,"Passenger Car, SUV, Van",S,Commercial (Business),Going Straight Ahead,UNIT 1- GRAY TOYOTA SOUTH BOUND DIXBORO RD. DEER HIT FRONT PASSENGER SIDE (RIGHT SIDE) OF DOOR. SLID DOWN PASSENGER SIDE OF VEHICLE. DAMAGE TO MIRROR. NO INJURIES TO DRIVER.\N\NDEER- TRAVELING WEST TO EAST OUT OF WOODLANDS INTO UNIT 1. 
0344574,93001,12481922,07/08/2022,07:40,02,Rear End,Daylight,Dry,02,70,HWY,MI,23,F,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2006,CHEVROLET,SIL,"Passenger Car, SUV, Van",E,Private,Slowing/Stop on Roadway,U1 DRIVER STATED SHE WAS MERGING ONTO S/B US 23 FROM E/B M14 WHEN SHE OBSERVED CONGESTED TRAFFIC SLOWING IN FRONT OF HER. U1 DRIVER ADVISED THAT SHE WAS NOT ABLE TO STOP HER VEHICLE IN TIME AND REARENDED U2.  U2 DRIVER STATED HE WAS SLOWING FOR CONGESTED TRAFFIC AHEAD WHEN HE WAS SUDDENLY REARENDED BY U1. 
0344413,93001,12474022,07/05/2022,16:45,02,Rear End,Daylight,Dry,02,70,HWY,MI,22,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2022,JEEP,RED,"Passenger Car, SUV, Van",S,Private,Slowing/Stop on Roadway,"U1 DRIVER STATED HE WAS TRAVELING SOUTH IN THE LEFT LANE WHEN TRAFFIC SUDDENLY BECAME CONGESTED. U1 DRIVER STATED HE WAS UNABLE TO STOP IN TIME AND REAR ENDED U2.  U2 DRIVER STATED SHE WAS TRAVELING SOUTH IN THE LEFT LANE WHEN SHE STARTED TO SLOW DOWN DUE TO TRAFFIC CONGESTION. U2 DRIVER STATED U1 SUDDENLY REAR ENDED HER. U2 DRIVER HAD A SMALL LACERATION ON HER RIGHT THUMB, WHICH WAS CAUSED FROM HOLDING HER VAPE PEN AT THE TIME OF THE CRASH. "
1281771,9300-1,220049519,06/25/2022,22:00,01,Single Motor Vehicle,Dark-Unlighted,Dry,02,40,Suffix,Not found,Not found,Not found,Not found,Not found,Unknown,Restraint Use Unknown,Unknown,NONE,NONE,Not found,Model,VIN,Pickup Truck,Not found,Action Prior,Unknown,UNIT 1 STRUCK MAILBOX AT 4884 GEDDES RD. UNIT 1 THEN FLED TOWARD GOLF COURSE TO THE NORTH. 
1282148,93001,220051501,07/02/2022,11:22,02,Rear End,Daylight,Dry,02,45,Suffix,MI,26,M,W,01,Reckless Driving,Shoulder and Lap Belt,Not Deployed,REFUSED,REFUSED,2006,FORD,WHITE,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,UNIT 2 WAS TRAVELING NORTHBOUND ON DIXBORO RD AND BEGAN TO SLOW SO HER TURN WESTBOUND ONTO ARROWHEAD DR. WHEN UNIT 1 REAR ENDED HIM. UNIT 2 HAD DISABLING DAMAGE. UNIT 1 FLED NORTHBOUND ON DIXBORO RD PRIOR TO POLICE ARRIVAL AND CAUSED ANOTHER CRASH AND WAS ARRESTED FOR OWI. 
0344656,93001,12485622,07/09/2022,10:55,03,Other,Daylight,Dry,03,70,HWY,MI,20,F,W,02,Improper Lane Use,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2020,KIA,BLK,"Passenger Car, SUV, Van",N,Private,Changing Lanes,"U1 DRIVER STATED SHE WAS TRAVELING N/B ON US 23 WHEN SHE WAS ATTEMPTING TO MERGE INTO THE RIGHT LANE. U1 DRIVER STATED THAT SHE CHECKED HER MIRROR AND BLIND SPOTS AND DID NOT OBSERVE ANYONE TRAVELING NEXT TO HER. U1 DRIVER STATED SHE THEN MERGED OVER AND OBSERVED U2 DRIVER SIDESWIPE HER. U1 DRIVER STATED THAT IMMEDIATELY AFTER THE COLLISION WITH U2, SHE WAS REARENDED BY U3. U1 DRIVER STATED U3 WAS A RED JEEP DRIVEN BY AN UNKNOWN MALE. SHE WAS ABLE TO GET HIS PHONE NUMBER, HE ADVISED HER HE DID NOT WANT THE POLICE INVOLVED.  U2 DRIVER STATED SHE WAS TRAVELING N/B ON US 23 WHEN SHE WAS SUDDENLY SIDESWIPED BY U1, WHO APPEARED TO BE ATTEMPTING TO CHANGE OVER INTO THE RIGHT LANE.   I REQUESTED ASSISTANCE FROM STERLING HEIGHTS PD TO MAKE CONTACT WITH THE REGISTERED OWNER OF U3. I RECIEVED A PHONE CALL FROM U3 ADVISING THAT HE WAS INVOLVED IN A CRASH AT THE VENUE. HE ADVISED THAT U1 AND U2 SIDESWIPED EACH OTHER AND WAS NOT ABLE TO SLOW HIS VEHICLE IN TIME, RESULTING IN HIM REARENDING U1. U3 DRIVER ADVISED THAT HE EXCHANGED PHONE NUMBERS WITH U1, AND SHE APPEARED TO BE EMOTIONAL DURING THE INCIDENT. U3 STATED THAT U1 DRIVER ADVISED HIM HE COULD GO, SO HE LEFT THE SCENE. "
0344374,93001,12434022,06/21/2022,12:38,01,Single Motor Vehicle,Daylight,Dry,01,70,Suffix,MI,58,M,W,01,Improper Lane Use,Shoulder and Lap Belt,Deployed - Combination,NONE,NONE,2008,FORD,ONG,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,Unit 1 ran off the roadway to the right and struck the end of the guardrail on the right. 
0344619,93001,12505722,07/18/2022,08:50,02,Other,Daylight,Dry,02,70,FWY,MI,54,F,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2021,FORD,GRY,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,Tire debris set in motion by Unit 2 struck Unit 1. No injuries reported. 
0344588,93001,12485422,07/09/2022,11:00,01,Single Motor Vehicle,Daylight,Dry,03,70,HWY,MI,21,M,B,01,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2009,JEEP,SIL,"Passenger Car, SUV, Van",N,Private,Slowing/Stop on Roadway,"U1 DRIVER STATED HE WAS TRAVELING N/B ON US 23 WHEN HE OBSERVED TRAFFIC AHEAD SLOWING FOR ANOTHER CRASH. U1 DRIVER ATTEMPTED TO STOP HIS VEHICLE ABRUPTLY TO AVOID CRASHING INTO OTHER VEHICLES. UPON DOING SO, U1 SPUN OUT ON THE HIGHWAY AND STRUCK THE CEMENT WALL. "
0344606,93001,12510522,07/19/2022,12:02,02,Sideswipe-Same,Daylight,Dry,02,70,Suffix,MI,69,F,W,01,Improper Lane Use,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2016,CHEVROLET,WHI,"Passenger Car, SUV, Van",S,Private,Avoiding Vehicle Angle,Unit 1 was avoiding a vehicle merrging on to S/B US-23 from Geddes Rd. and swerved into the left lane. Unit 1 struck unit 2 loacted in the left lane. 
0344583,93001,12520022,07/22/2022,15:00,02,Rear End,Daylight,Dry,02,65,FWY,MI,31,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2006,KENWORTH,RED,Truck / Bus,E,Commercial (Business),Slowing/Stop on Roadway,U2 WAS SLOWING FOR TRAFFIC AND WAS REAR ENDED BY U1. 
0344655,93001,12486622,07/09/2022,17:07,01,Single Motor Vehicle,Daylight,Dry,02,70,Suffix,MI,19,F,A,01,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2000,VOLKSWAGEN,WHI,"Passenger Car, SUV, Van",NW,Private,Negotiating a Curve,Unit 1 lost control and ran off the roadway to the right striking a gaurd rail. Driver 1 stated she was distracted by looking at her GPS and veered off to the right. Driver 1 stated she over corrected and lost control of the vehicle striking the gaurd rail several times. 
0344727,93001,12499422,07/15/2022,13:45,02,Rear End,Daylight,Dry,02,70,HWY,MI,18,F,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2012,HONDA,WHI,"Passenger Car, SUV, Van",S,Private,Avoiding Veh Front/Back,"Vehicle # 2 was untilizing the left shoulder to avoid an accident and came to a stop. Vehicle # 1 followed suite and failed to stop in a clear and assured distance, striking vehicle # 2 in the rear. "
0344552,93001,12518022,07/21/2022,16:50,03,Rear End,Daylight,Dry,03,70,FWY,MI,32,F,W,01,Unable to Stop,Shoulder and Lap Belt,Deployed - Front,ST JOSEPH MERCY HOSPITAL,HURON VALLEY AMB INC,2018,FORD,WHI,"Passenger Car, SUV, Van",N,Private,Slowing/Stop on Roadway,U3 WAS SLOWING FOR TRAFFIC. U2 WAS SLOWING FOR TRAFFIC. U1 REAR ENDED U2 FORCING U2 INTO U3.   U1 DRIVER HAD CHEST PAIN AND WAS TRANSPORTED BY HVA TO ST JOSEPH MERCY.  U2 DRIVER HAD KNEE AND BACK PAIN AND WAS TRANSPORTED BY HVA TO ST JOSEPH MERCY. 
0344624,93001,12510222,07/19/2022,12:55,02,Rear End,Daylight,Dry,03,70,FWY,MI,21,F,W,02,Failed to Yield,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2020,GMC,BLK,"Passenger Car, SUV, Van",S,Private,Changing Lanes,Unit 1 changed lanes to avoid hitting the vehicle in front of them and was unable to yield to Unit 2 in the next lane. Unit 1 struck Unit 2. No injuries reported. 
0344507,93001,12540422,07/28/2022,16:15,02,Rear End,Daylight,Dry,03,70,HWY,MI,60,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,ST JOSEPH MERCY HOSPITAL,NONE,2020,TOYOTA,WHI,"Passenger Car, SUV, Van",W,Private,Going Straight Ahead,Driver #1 was traveling W/B on M14 when he rear ended Driver #2. While on scene Driver #1 complained of back pain stating it could have been from his recent heart surgery.   Driver #2 was traveling straight ahead W/B on M14 when Driver #1 rear ended his vehicle. 
1283973,93001,220054126,07/11/2022,06:17,01,Single Motor Vehicle,Daylight,Dry,02,55,Suffix,MI,58,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2018,HYUNDAI,SILVER,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,UNIT 1 WAS HEADING SB ON NIXON RD. \NUNIT 1 CONTINUED SB ON NIXON RD THROUGH WARREN RD. \NA DEER ATTEMPTED TO CROSS NIXON RD HEADING EB. \NUNIT 1 STRUCK THE DEER IN THE ROAD.\N\NUNIT 1 REFUSED MEDICAL ATTENTION. 
1284547,9300-1,220054814,07/13/2022,11:57,02,Rear End-Left Turn,Daylight,Dry,05,45,Suffix,MI,52,F,W,01,Improper Turn,Shoulder and Lap Belt,Deployed - Side,ST JOSEPH MERCY HOSPITAL,HURON VALLEY AMB INC,2009,HONDA,SILVER,"Passenger Car, SUV, Van",S,Private,Turning Left,UNIT 1 WAS TRAVELING SB ON DIXBORO RD. UNIT 2 WAS ALSO SB ON DIXBORO IN THE LEFT LANE. UNIT 1 THEN BEGAN TO CONDUCT A U TURN FROM THE FAR RIGHT LANE. UNIT 2 THEN STRUCK UNIT 1 AS THEY BEGAN A U TURN.\N\NUNIT 1 DRIVER WAS TRANSPORTED TO TRINITY HEALTH FOR EVALUATION. 
0344517,93001,12551422,08/02/2022,00:06,01,Single Motor Vehicle,Dark-Unlighted,Dry,02,70,Suffix,MI,24,M,H,01,Improper Lane Use,Shoulder and Lap Belt,Deployed - Curtain,NONE,NONE,2017,FORD,GRY,"Passenger Car, SUV, Van",E,Private,Negotiating a Curve,"Unit 1 was E/B on M-14 continuing E/B past US-23 when the vehicle lost control, ran off the left side of the roadway, went into the median-sie ditch, and came to rest on the left shoulder of the W/B lanes.    Driver 1 stated he was looking down at his GPS, and he thought he was taking the exit, but he was not.    Unit 1 was at-fault for improper lane use, and Driver 1 was cited. "
0344731,93001,12540622,07/28/2022,17:40,02,Rear End,Daylight,Dry,03,70,Suffix,MI,32,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2017,FORD,BLK,"Passenger Car, SUV, Van",W,Private,Going Straight Ahead,Driver #1 stated he was traveling W/B on M14 near US 23 when he rear ended Driver #2.   Driver #2 stated she was traveling W/B on M14 near US 23 when she was rear ended by Driver #1 
1285696,93001,220042521,06/02/2022,15:13,02,Sideswipe-Same,Daylight,Dry,05,45,ROAD,MI,72,F,W,01,Improper Lane Use,Shoulder and Lap Belt,Not Deployed,REFUSED,REFUSED,2015,NISSAN,BLACK,"Passenger Car, SUV, Van",N,Private,Changing Lanes,VEHICLE#2 WAS TRAVELING NB ON DIXBORO APPROACHING GEDDES AND WAS IN THE INNER MOST LEFT TURN LANE. DRIVER STATES THAT VEHICLE #1 MERGED INTO HER VEHICLE CAUSING THE ACCIDENT. \N\NVEHICLE#1 WAS TRAVELING NB ON DIXBORO NEAR GEDDES WHEN DRIVER ATTEMPTED TO MERG INTO THE LEFT TURN LANE AND COLLIDED WITH VEHICLE #2. \N\NVEHICLE #1 IS AT FAULT IN THE ACCIDENT FOR FAILING TO USE CAUTION IN CHANGING LANES CAUSING THE ACCIDENT. 
0344913,93001,12563622,08/05/2022,15:00,04,Rear End,Daylight,Dry,02,70,FWY,MI,21,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2005,MERCURY,VIN,"Passenger Car, SUV, Van",S,Private,Slowing/Stop on Roadway,"U1 WAS UNABLE TO STOP BEFORE STRIKING U2. U1 PUSHED U2 INTO U3, AND U3 INTO U4. "
0344108,93001,12557622,08/03/2022,18:51,01,Single Motor Vehicle,Daylight,Wet,02,70,HWY,MI,24,M,W,01,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2011,BUICK,BLK,"Passenger Car, SUV, Van",N,Private,Negotiating a Curve,"DRIVER OF UNIT # 1 STATED HE WAS TRAVELING NORTH ON US-23 AROUND A CURVE, WHEN HE RAN OFF THE ROADWAY TO THE RIGHT AND STRUCK A GUARDRAIL. DRIVER STATED RAIN WAS HEAVY.  NO INJURIES REPORTED ON SCENE. "
0344788,93001,12528822,07/24/2022,21:30,01,Single Motor Vehicle,Dark-Unlighted,Dry,02,70,FWY,MI,25,M,W,01,Other,Shoulder and Lap Belt,Not Deployed,NONE,REFUSED,2005,FORD,GRY,Pickup Truck,E,Private,Going Straight Ahead,U1 HAD A FLAT TIRE WHICH CAUSED IT TO LOSE CONTROL AND OVERTURN IN THE DITCH. 
0344654,93001,12521322,07/22/2022,16:45,02,Sideswipe-Same,Daylight,Dry,01,70,FWY,MI,57,Not found,U,00,Unknown,Restraint Use Unknown,Unknown,NONE,NONE,2016,Model,VIN,"Passenger Car, SUV, Van",W,Private,Unknown,DELAYED REPORT NOT ON SCENE. U1 COLLIDED WITH AN UNDETERMINED VEHICLE MI PLATE EHP8582 WESTBOUND M-14 IN A MERGING LANE. NO SIGNS OF COLLISION OR DAMAGE TO UNDETERMINED VEHICLE. 
0344796,93001,12558722,08/04/2022,07:08,01,Single Motor Vehicle,Daylight,Wet,03,65,Suffix,MI,22,F,B,01,Speed Too Fast,Shoulder and Lap Belt,Deployed - Combination,NONE,REFUSED,2014,HONDA,WHI,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,Driver 1 lost control of the vehicle and struck the gaurd rail. Driver 1 stated a vehicle cut her off and another car hit the back of her vehicle causing her to lose control. There were no damages to the rear of the vehicle or witnesses on scene. Driver 1 stated she did not remember what happened after the vehicle cut her off. Driver 1 stated she spun out of control and hit the gaurd rail. 
0344755,93001,12553322,08/02/2022,18:04,02,Rear End,Daylight,Dry,03,70,Suffix,MI,31,M,A,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2015,TOYOTA,BLK,"Passenger Car, SUV, Van",W,Private,Changing Lanes,"Units 1 and 2 were W/B on M-14 (N/B on US-23); both units were in the right lane, and Unit 2 was in front of Unit 1.  Unit 1 rear-ended Unit 2 as it was changing lanes.  There were no injuries.  Unit 1 was towed from the scene, and Unit 2 was driven away.    Driver 1 stated he was looking left to check his blind spot and see if it was safe to merge, and he did not realize Unit 2 had slowed, so he struck Unit 2.  Driver 2 stated she slowed due to traffic and was rear-ended by Unit 1.  Unit 1 was at-fault for failure to stop within and assured clear distance, and Driver 1 was cited. "
0344748,93001,12553422,08/02/2022,18:00,01,Single Motor Vehicle,Daylight,Dry,02,70,Suffix,MI,30,F,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,REFUSED,2018,CHEVROLET,WHI,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,"Driver #1 stated her tire burstt, causing her to lose control and crash into the median wall. Driver then exited the freeway and waited on Barton Rd.   Driver complained of minor head pain and denied HVA on scene. "
0344372,93001,12572222,08/08/2022,18:00,02,Sideswipe-Same,Daylight,Dry,02,70,FWY,MI,48,M,H,01,Improper Lane Use,Shoulder and Lap Belt,Not Deployed,NONE,REFUSED,2014,FORD,WHI,"Passenger Car, SUV, Van",N,Commercial (Business),Avoiding Object,"UNIT 1 WAS TRAVELING NB ON US23 WHEN IT ATTEMPTED TO AVOID A LADDER IN THE ROADWAY, CROSSED THE CENTERLINE, AND STRUCK UNIT 2.  NO INJURIES REPORTED ON SCENE AND UNIT 1 WAS TOWED FROM THE SCENE BY SAKSTRUPS. "
0344738,93001,12557022,08/03/2022,18:00,01,Single Motor Vehicle,Daylight,Wet,02,70,EXY,MI,34,F,W,01,Speed Too Fast,Shoulder and Lap Belt,Deployed - Side,UNIV OF MICHIGAN HEALTH SYSTEM,HURON VALLEY AMB INC,2019,JEEP,BLU,"Passenger Car, SUV, Van",E,Private,Changing Lanes,"Vehicle 1 was traveling eastbound. The driver stated she was changing lanes from the right to the left lane, began hydroplaning, lost control of the vehicle, ran off the left side of the roadway and overturned into the ditch. The side air bags deployed. The driver complained of arm, chest and pelvis pain. She was transported to U of M Hospital by HVA. "
0344777,93001,12557822,08/03/2022,20:00,01,Single Motor Vehicle,Daylight,Wet,01,65,EXY,MI,37,M,W,01,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2010,JEEP,BLK,"Passenger Car, SUV, Van",W,Private,Negotiating a Curve,Vehicle 1 was traveling westbound when the driver stated they began hydroplaning after striking a large puddle. The driver lost control and crashed into the left side guardrail. 
1287019,93001,220058054,07/23/2022,06:36,01,Single Motor Vehicle,Daylight,Wet,02,45,Suffix,MI,43,F,H,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2017,BUICK,BLACK,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,UNIT 1 WAS TRAVELING NORTH ON EARHART WHEN SHE COLLIDED WITH A DEER. THE DAMAGE WAS TO THE FRONT DRIVERS SIDE OF THE VEHICLE 
0344650,93001,12553922,08/03/2022,06:26,02,Sideswipe-Same,Dawn,Dry,03,70,Suffix,MI,37,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2020,CHEVROLET,WHI,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,"While passing Unit 1, Unit 2 hit the front of Unit 1.  Unit 2 continued without stopping.   Unit 1 driver did not see driver of Unit 2.    Driver of Unit 1 did not wish to seek prosecution for hit and run. "
0344652,93001,12555522,08/03/2022,13:14,01,Single Motor Vehicle,Daylight,Dry,02,70,Suffix,MI,74,F,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2019,FORD,RED,"Passenger Car, SUV, Van",W,Private,Going Straight Ahead,Unit 1 struck a deer 
0344680,93001,12575922,08/10/2022,08:00,02,Sideswipe-Same,Daylight,Dry,02,70,Suffix,MI,21,Not found,Not found,00,Unknown,Restraint Use Unknown,Unknown,NONE,NONE,2016,Model,RED,"Small Truck-Under 10,000",N,Action Prior,Changing Lanes,"Unit 2 was traveling N/B US-23 when they attempted to pass Unit 1. As Unit 2 passed Unit1, Unit 1 attempted to change lanes and struck Unit 1 on the right side. Unit 2 pulled off on to the median shoulder while Unit 1 continued N/B without stopping. "
0344782,93001,12560522,08/04/2022,17:35,03,Rear End,Daylight,Dry,03,70,EXY,MI,19,M,W,01,Unable to Stop,Shoulder and Lap Belt,Deployed - Combination,NONE,NONE,2011,BUICK,WHI,"Passenger Car, SUV, Van",E,Private,Slowing/Stop on Roadway,"Vehicles 1, 2, and 3 were traveling eastbound in the centert lane. Traffic was stopping due to regular congestion. Vehicle 1 was unable to stop within the assured clear distance and rear ended Vehicle 2, forcing Vehicle 2 to rear end Vehicle 3. "
0344696,93001,12572922,08/08/2022,14:15,02,Rear End,Daylight,Dry,02,70,FWY,MI,41,F,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2013,CHEVROLET,RED,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,Unit 1 was unable to stop in a safe distance prior to striking Unit 2. No injuries reported. 
0344850,93002,12588622,08/14/2022,15:10,01,Single Motor Vehicle,Daylight,Dry,03,70,FWY,MI,25,M,B,11,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2010,CHEVROLET,GRY,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,Car fire. No injuries. 
0344747,93001,12544922,07/29/2022,20:30,01,Single Motor Vehicle,Daylight,Dry,02,70,Suffix,MI,23,F,W,01,Unable to Stop,Shoulder and Lap Belt,Deployed - Front,NONE,NONE,1999,FORD,RED,Pickup Truck,N,Private,Going Straight Ahead,Driver #1 was traveling N/B on US 23 when Driver #1 explained she swerved to avoid another vehicle causing her to crash into the guardrail. 
0344737,54002,12537522,07/27/2022,23:40,01,Single Motor Vehicle,Dark-Unlighted,Dry,01,70,HWY,MI,19,M,W,01,Other,Shoulder and Lap Belt,Not Deployed,ST JOSEPH MERCY HOSPITAL,REFUSED,2016,CHRYSLER,WHI,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,Driver was traveling S/B on US 23 near Pontiac Trail when he lost control of his vehicle causing him to crash into the ditch. Driver was arrested for OWI. 
0344784,93001,12586322,08/13/2022,18:00,01,Single Motor Vehicle,Daylight,Wet,02,70,EXY,MI,53,M,H,02,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2013,FREIGHTLINER,WHI,Truck / Bus,S,Commercial (Business),Negotiating a Curve,"Vehicle 1 was traveling southbound in the right lane. The driver stated while they were navigating a curve, a vehicle in front of them began braking. The driver of Vehicle 1 moved to avoid colliding with the other vehicle, lost control on the wet road conditions, ran off the left side of the roadway and rolled onto its side into the ditch. "
0344919,93001,12583722,08/12/2022,18:26,02,Rear End,Daylight,Dry,02,70,HWY,MI,21,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2010,FORD,BLK,"Passenger Car, SUV, Van",S,Private,Slowing/Stop on Roadway,"Unit # 2 was stopped on the roadway due to heavy traffic when unit # 1 failed to stop in a clear and assured distance, striking unit # 2 in the rear. There were no injuries to report. "
0345295,93001,12603122,08/19/2022,10:27,02,Rear End,Daylight,Dry,02,70,Suffix,MI,62,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2012,FREIGHTLINER,MAR,Truck / Bus,S,Commercial (Business),Slowing/Stop on Roadway,Unit 1 rear ended Unit 2 while traveling SB on US23. Both drivers advised there was a truck broken down on the right side of the roadway and there was a man standing in the roadway causing traffic to panic. Both drivers advised traffic stopped suddenly because the cars in front of them were reacting to the man standing on the exit ramp. Driver 1 stated he did not have enough room to stop his truck in time. Driver 2 stated he slammed on his brakes to avoid the vehicle in front of him. 
0344968,93001,12579822,08/11/2022,13:45,02,Rear End,Daylight,Dry,02,70,Suffix,MI,21,M,W,02,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2006,KENTUCKY,ONG,Truck / Bus,S,Commercial (Business),Slowing/Stop on Roadway,Unit 1 rear ended Unit 2 while traveling SB on US 23. Both drivers advised traffic slowed down abruptly and Unit 1 was unable to stop in assured cleared distance. 
1288983,9300-1,220029244,07/31/2022,06:00,01,Single Motor Vehicle,Dark-Lighted,Dry,04,35,DR,MI,41,F,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2020,FORD,BLACK,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,"UNIT 1 ( TRACY RILEY) RESIDES AT 4675 SCOTS WAY, DEXTER. SHE WORKS AT THE UNIVERSITY OF MICHIGAN HOSPITAL.\NRILEY HIT A DEER WHILE SHE WAS ON HER WAY TO WORK AND TRAVELING EASTBOUND ON W. HURON RIVER DR. ON JULY 31, 2022, AT APPROXIMATELY 0600 HOURS. "
